HO Energies	HF Energies
15	0.310294
15	0.310294
25	14.7087
25	14.7087
25	14.7087
25	14.7087
25	16.8295
25	16.8295
35	28.8507
35	28.8507
35	28.8507
35	28.8507
35	28.8507
35	28.8507
35	29.247
35	29.247
35	31.1498
35	31.1498
35	31.1498
35	31.1498
45	40.4725
45	40.4725
45	40.4725
45	40.4725
45	41.0449
45	41.0449
45	41.0449
45	41.0449
45	41.0449
45	41.0449
45	41.0449
45	41.0449
45	41.062
45	41.062
45	43.0467
45	43.0467
45	43.0467
45	43.0467
45	43.0467
45	43.0467
